"","year","state","state.1","poptotal","evangelical_pop","nonwhite","gini_coef","total_expenditure","total_revenue","gsppcap","incomepcap","unemployment","povrate","earned_income_taxcredit","x_sales_taxes","x_tax_burden","x_top_corporateincometaxrate","hou_chamber","sen_chamber","h_diffs","s_diffs","pctfemaleleg","efna_index","vepvotingrate","overall_fin_reg","union_density","innovatescore_boehmkeskinner","citi6013","anti_environment","anti_welfare","anti_race","mathscore4th","readscore4th","sqli","genderrights_state_eras","solaw","w_environment_solar_taxcredit","drugs_medical_marijuana","labor_minwage_abovefed","labor_right_to_work","i_rps"
"299",1991,"DC","District of Columbia",593239,NA,NA,0.60932428,4802562,4742936,83613,27333,NA,18.6,0,6,0.085,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,"0"
"300",1992,"DC","District of Columbia",584183,NA,NA,0.61236882,5036210,4753635,84673,28694,NA,20.3,0,6,0.09,10,NA,NA,NA,NA,NA,NA,0.53,NA,NA,NA,NA,NA,NA,NA,192.601,188.14,NA,0,NA,NA,NA,NA,0,"0"
"301",1993,"DC","District of Columbia",576358,NA,NA,0.58976066,5230039,5136478,86192,29883,NA,26.4,0,6,0.09,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,"0"
"302",1994,"DC","District of Columbia",564982,NA,NA,0.60472459,5287654,5210753,87044,30804,NA,21.2,0,6,0.089,10,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,178.558,NA,0,NA,NA,NA,NA,0,"0"
"303",1995,"DC","District of Columbia",551273,NA,NA,0.59530729,5077156,5085551,85938,31291,NA,22.2,0,5.75,0.091,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,"0"
"304",1996,"DC","District of Columbia",538273,NA,NA,0.61895794,4954990,5101364,86013,32981,NA,24.1,0,5.75,0.089,9.5,NA,NA,NA,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,187.135,NA,NA,0,NA,NA,0,NA,0,"0"
"305",1997,"DC","District of Columbia",528752,NA,NA,0.61427993,5170105,5822838,116169,34807,NA,21.8,0,5.75,0.088,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,"0"
"306",1998,"DC","District of Columbia",521426,NA,NA,0.62882489,5243355,5299774,117449,36503,NA,22.3,0,5.75,0.088,9.5,NA,NA,NA,NA,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,179.236,NA,0,NA,NA,0,NA,0,"0"
"307",1999,"DC","District of Columbia",519000,NA,NA,0.56165826,5404999,5547310,122148,37093,NA,14.7,0,5.75,0.086,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,"0"
"308",2000,"DC","District of Columbia",571723,NA,NA,0.64469451,5644375,5637379,122096,40462,NA,15.2,1,5.75,0.084,9.5,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,191.582,NA,NA,0,NA,NA,0,NA,0,"0"
"309",2001,"DC","District of Columbia",577678,NA,NA,0.62080413,5650792,6055794,128456,45421,NA,18.2,1,5.75,0.081,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,"0"
"310",2002,"DC","District of Columbia",579112,NA,NA,0.61069673,6656079,6228729,132630,46347,NA,17,1,5.75,0.081,9.5,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,190.518,NA,0,NA,NA,0,NA,0,"0"
"311",2003,"DC","District of Columbia",577371,NA,NA,0.60071719,6982512,7006341,136964,48451,NA,16.8,1,5.75,0.086,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204.92,188.374,NA,0,NA,NA,0,NA,0,"0"
"312",2004,"DC","District of Columbia",579521,NA,NA,0.60076535,7132256,8134654,142535,52362,NA,16.7,1,5.75,0.088,9.5,NA,NA,NA,NA,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,"0"
"313",2005,"DC","District of Columbia",582049,NA,NA,0.60242426,7602423,8514398,146063,56362,6.4,21.3,1,5.75,0.09,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211.122,190.787,NA,0,NA,NA,0,NA,0,"0"
"314",2006,"DC","District of Columbia",585419,NA,NA,0.60430378,8542746,9248234,147172,60957,5.8,18.3,1,5.75,0.094,9.5,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,"0"
"315",2007,"DC","District of Columbia",587868,NA,NA,0.60347813,NA,NA,149168,65329,5.5,18,1,5.75,0.096,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213.699,197.086,NA,0,NA,NA,0,NA,0,"1"
"316",2008,"DC","District of Columbia",591833,NA,NA,0.60252875,NA,NA,152167,70653,6.5,16.5,1,5.75,0.098,9.5,NA,NA,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,"1"
"317",2009,"DC","District of Columbia",592228,NA,NA,0.6181432,NA,NA,147939,67775,9.3,17.9,1,5.75,0.099,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.26,201.985,NA,0,NA,NA,0,NA,0,"1"
"318",2010,"DC","District of Columbia",605226,NA,NA,0.64334762,NA,NA,150079,70044,9.4,19.9,1,6,0.092,9.5,NA,NA,NA,NA,NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,"1"
"319",2011,"DC","District of Columbia",619800,NA,NA,0.63736778,0,0,NA,67366,10.2,19.9,1,6,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221.808,200.628,NA,0,NA,NA,1,NA,0,"1"
"320",2012,"DC","District of Columbia",632323,NA,NA,0.66461211,NA,NA,NA,68310,9,18.4,1,6,NA,9.5,NA,NA,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,0,"1"
"321",2013,"DC","District of Columbia",646449,NA,NA,0.63828236,NA,NA,NA,67821,8.5,21.3,1,6,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,0,"1"
"322",2014,"DC","District of Columbia",658893,NA,NA,NA,NA,NA,NA,71217,7.8,19,1,6,NA,9.5,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,0,"1"
"323",2015,"DC","District of Columbia",672228,NA,NA,NA,NA,NA,NA,75277,6.9,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"324",2016,"DC","District of Columbia",681170,NA,NA,NA,NA,NA,NA,77629,6,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"325",2017,"DC","District of Columbia",693972,NA,NA,NA,0,0,NA,78974,6.1,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"326",2018,"DC","District of Columbia",701547,NA,NA,NA,0,0,NA,80943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"327",2019,"DC","District of Columbia",705749,NA,NA,NA,NA,NA,NA,83111,NA,NA,NA,6,NA,8.25,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"328",2020,"DC","District of Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"329",1980,"DE","Delaware",594338,3.9000001,0.173250005,0.48584116,886151,970333,NA,10756,7.7,11.8,NA,0,0.12,8.7,NA,NA,NA,NA,NA,NA,0.56,NA,22.60000038,0.019149,49.82943,0.150163427,0.571851781,0.230181939,NA,NA,NA,0,0,0,NA,0,0,"0"
"330",1981,"DE","Delaware",595975,3.9000001,0.187739938,0.47047743,1029008,1123451,NA,11827,7.9,12.3,NA,0,0.129,8.7,NA,NA,NA,NA,14.5,5.7,NA,NA,26.70000076,0.047879,50.77909,0.134803504,0.524164037,0.220139216,NA,NA,NA,0,0,0,NA,0,0,"0"
"331",1982,"DE","Delaware",599148,3.9000001,0.189616024,0.47540915,1083992,1189869,NA,12684,8.5,11.5,NA,0,0.129,8.7,NA,NA,NA,NA,NA,5.9,0.44,NA,23.5,0.047879,57.01457,0.119443595,0.476476292,0.210096492,NA,NA,NA,0,0,0,NA,0,0,"0"
"332",1983,"DE","Delaware",605458,3.9000001,0.191148758,0.47895637,1072177,1315344,NA,13468,8.12,8.6,NA,0,0.12,8.7,NA,NA,NA,NA,16.1,6.1,NA,NA,20.20000076,0.032264,45.183,0.085904621,0.463074481,0.206985915,NA,NA,NA,0,0,0,NA,0,0,"0"
"333",1984,"DE","Delaware",611565,3.9000001,0.194168299,0.47917384,1211440,1493523,NA,14748,6.2,10.3,NA,0,0.12,8.7,NA,NA,NA,NA,16.1,6.3,0.58,NA,17.89999962,0.032264,43.85703,0.061467167,0.391256399,0.21849378,NA,NA,NA,0,0,0,NA,0,0,"0"
"334",1985,"DE","Delaware",618280,11.5,0.195019424,0.48456547,1335206,1684264,NA,15900,5.3,11.4,NA,0,0.117,8.7,NA,NA,NA,NA,16.1,6.6,NA,NA,16.60000038,0.016989,46.20896,0.098588802,0.449236254,0.232962352,NA,NA,NA,0,0,0,NA,0,0,"0"
"335",1986,"DE","Delaware",627559,11.5,0.197756365,0.49253729,1415325,1774650,NA,16589,4.3,12.4,NA,0,0.115,8.7,NA,NA,NA,NA,16.1,6.7,0.35,NA,16.89999962,0.016989,48.82394,0.06317497,0.393902569,0.170553311,NA,NA,NA,0,0,0,NA,0,0,"0"
"336",1987,"DE","Delaware",636947,11.5,0.199384615,0.50463897,1553454,1990329,35424,17604,3.2,6.6,NA,0,0.115,8.7,NA,NA,NA,NA,16.1,6.9,NA,NA,17,0.050612,59.77617,0.053979594,0.447809038,0.136427238,NA,NA,NA,0,0,0,NA,0,0,"0"
"337",1988,"DE","Delaware",647622,11.5,0.202415124,0.52030456,1740747,2013762,36440,18819,3.2,8.6,0,0,0.118,8.7,NA,NA,NA,NA,16.1,7.1,0.53,NA,15.80000019,0.050612,48.76588,0.053335115,0.408611507,0.201962125,NA,NA,NA,0,0,0,NA,0,0,"0"
"338",1989,"DE","Delaware",658273,11.5,0.204258353,0.53870064,1929253,2256515,38452,20559,3.5,10,0,0,0.114,8.7,NA,NA,NA,NA,16.1,7.2,NA,NA,15.89999962,0.066533,49.56935,0.048477974,0.417053254,0.177197567,NA,NA,NA,0,0,0,NA,0,0,"0"
"339",1990,"DE","Delaware",666168,11.5,0.206624627,0.53097522,2127778,2332388,38663,21209,5.1,6.9,0,0,0.114,8.7,NA,NA,NA,NA,16.1,7.1,0.37,NA,15,0.066533,57.28389,0.048572425,0.410536011,0.157282708,NA,NA,NA,0,0,0,NA,0,0,"0"
"340",1991,"DE","Delaware",680495,11.5,0.211488232,0.52954847,2318072,2442824,39424,22073,6.2,7.5,0,0,0.113,8.7,NA,NA,NA,NA,12.9,7,NA,NA,16.79999924,0.069815,55.06795,0.06631729,0.376785655,0.138907857,NA,NA,NA,0,0,0,NA,0,0,"0"
"341",1992,"DE","Delaware",690158,11.5,0.216262326,0.53725183,2474886,2825218,39109,22500,5.3,7.8,0,0,0.114,8.7,NA,NA,NA,NA,12.9,6.7,0.58,8,16.60000038,0.069815,59.66369,0.086153045,0.472158632,0.159717892,217.9,212.923,5,0,0,0,NA,0,0,"0"
"342",1993,"DE","Delaware",699475,11.5,0.220104441,0.53126466,2556970,2876324,38147,22885,5.3,10.2,0,0,0.113,8.7,NA,NA,NA,NA,14.5,6.8,NA,NA,15.60000038,0.027923,54.8593,0.105988801,0.567531608,0.180527927,NA,NA,9,0,0,0,NA,0,0,"0"
"343",1994,"DE","Delaware",708416,11.5,0.225422323,0.53236514,2617153,3236782,40067,23487,4.9,8.3,0,0,0.113,8.7,NA,NA,NA,NA,16.1,6.9,0.39,8,13.5,0.027923,54.82409,0.095007263,0.616786214,0.228519311,NA,206.389,7,0,0,0,NA,0,0,"0"
"344",1995,"DE","Delaware",718265,5.5999999,0.230981901,0.53893828,2980188,3441210,41030,24409,NA,10.3,0,0,0.111,8.7,-0.084,-0.298,0.721,0.71,21,6.8,NA,NA,13.19999981,0.116331,45.3821,0.099345237,0.600046832,0.203017408,NA,NA,8,0,0,0,NA,0,0,"0"
"345",1996,"DE","Delaware",727090,5.5999999,0.236104533,0.55686074,3248174,3614209,41166,25808,5.2,8.6,0,0,0.112,8.7,-0.084,-0.298,0.721,0.71,21,7,0.51,8,12.5,0.116331,45.69467,0.103683203,0.583307451,0.177515505,215.025,NA,12,0,0,0,0,0,0,"0"
"346",1997,"DE","Delaware",735024,5.5999999,0.242299318,0.55388939,3403619,4210673,56254,26574,4,9.6,0,0,0.113,8.7,-0.036,-0.298,0.779,0.74,25.8,7,NA,NA,11.80000019,0.031097,43.79324,0.091056988,0.530323888,0.190841957,NA,NA,11,0,0,0,0,0,0,"0"
"347",1998,"DE","Delaware",744066,5.5999999,0.248004034,0.55366975,3465428,4593997,56797,28397,3.8,10.3,0,0,0.115,8.7,-0.036,-0.298,0.779,0.74,25.8,7.1,0.33,8,13.80000019,0.031097,54.46944,0.078430772,0.477340326,0.20416841,NA,207.041,16,0,0,0,0,0,0,"0"
"348",1999,"DE","Delaware",753538,5.5999999,0.25468567,0.56165826,3940802,4540445,57793,29072,3.5,10.4,0,0,0.113,8.7,-0.063,-0.298,0.807,0.72,24.2,7.1,NA,NA,14,0.117165,57.72417,0.083080903,0.428466022,0.171964152,NA,NA,12,0,0,0,0,1,0,"0"
"349",2000,"DE","Delaware",786404,5.5999999,0.262950242,0.56241381,4210656,5161880,59598,31009,4,8.4,0,0,0.112,8.7,-0.063,-0.298,0.807,0.72,24.2,7.3,0.59,8,13.39999962,0.117165,44.24567,0.087731034,0.379591717,0.139759894,NA,NA,7,0,0,0,0,1,0,"0"
"350",2001,"DE","Delaware",794498,5.5999999,0.269405544,0.5467335,4311551,5114008,61663,32350,3.5,6.7,0,0,0.106,8.7,0.028,-0.298,0.855,0.647,25.8,7.6,NA,NA,12.5,0.089014,61.36596,0.075457305,0.366947091,0.135023382,NA,NA,4,0,0,0,0,1,0,"0"
"351",2002,"DE","Delaware",803774,5.5999999,0.274738818,0.54028803,4644236,4682495,59318,33130,4.2,9.1,0,0,0.104,8.7,0.028,-0.298,0.855,0.647,25.8,7.4,0.41,9,11.19999981,0.089014,52.24816,0.063183576,0.354302464,0.130286869,NA,224.304,4,0,0,0,0,1,0,"0"
"352",2003,"DE","Delaware",814262,5.5999999,0.278993845,0.53957236,4857901,5040703,61751,33760,4.4,7.3,0,0,0.104,8.7,0.059,-0.222,1.042,0.647,29,7.6,NA,NA,11.5,0.111925,54.93526,0.067667626,0.374253301,0.148533392,235.859,223.929,3,0,0,0,0,1,0,"0"
"353",2004,"DE","Delaware",825682,5.5999999,0.283956409,0.55049866,5387960,5720339,63568,35534,3.9,9.1,0,0,0.108,8.7,0.059,-0.222,1.042,0.647,29,7.3,0.64,9,12.39999962,0.111925,66.86309,0.072151676,0.394204138,0.166779914,NA,NA,3,0,0,0,0,1,0,"0"
"354",2005,"DE","Delaware",838519,7.6999998,0.290137082,0.55869758,5964014,6164602,64780,36771,4.1,9.2,0,0,0.111,8.7,0.051,-0.222,1.041,0.647,33.9,7.3,NA,NA,11.89999962,0.326232,60.43797,0.068595439,0.37844355,0.167115546,239.717,225.838,5,0,0,0,0,1,0,"0"
"355",2006,"DE","Delaware",850366,7.6999998,0.294604719,0.56385142,6527061,6847171,64319,38812,3.6,9.3,1,0,0.108,8.7,0.051,-0.222,1.041,0.647,33.9,7.3,0.42,9,10.80000019,0.326232,68.4558,0.065039195,0.362682961,0.167451178,NA,NA,6,0,0,0,0,1,0,"0"
"356",2007,"DE","Delaware",861953,7.6999998,0.312588185,0.56101835,6735984,7454860,65476,39808,3.4,9.3,1,0,0.106,8.7,-0.104,-0.298,1.023,0.672,30.6,7.2,NA,NA,12,0.008982,73.23121,0.077084363,0.363283494,0.150358117,241.795,225.071,9,0,0,0,0,1,0,"0"
"357",2008,"DE","Delaware",873092,7.6999998,0.316522211,0.55892354,7151941,6649109,61460,40549,4.9,9.6,1,0,0.107,8.7,-0.104,-0.298,1.023,0.672,30.6,7,0.66,9,13.5,0.008982,81.89648,0.089129522,0.363884027,0.133265057,NA,NA,14,0,0,0,0,1,0,"1"
"358",2009,"DE","Delaware",891730,7.6999998,0.324571073,0.55734754,7360953,5787487,62207,38626,8.3,12.3,1,0,0.093,8.7,-0.626,-0.424,1.018,0.76,25.8,6.9,NA,NA,11.89999962,0,77.60075,0.112094,0.39237897,0.156671653,239.491,225.513,14,0,1,0,0,0,0,"1"
"359",2010,"DE","Delaware",899593,7.6999998,0.263104886,0.5553202,7826826,7975651,62459,39664,8.4,12.1,1,0,0.093,8.7,-0.607,-0.451,1.008,0.776,25.8,6.7,0.47,9,11.39999962,0,71.35187,0.135058478,0.420873913,0.180078248,NA,NA,14,0,1,0,0,0,0,"1"
"360",2011,"DE","Delaware",907381,7.6999998,0.342616498,0.5638274,7936467,9135156,NA,43881,7.5,13.7,1,0,NA,8.7,-0.749,-0.398,1.14,0.918,25.8,6.6,NA,NA,10.39999962,NA,67.96955,0.126643121,0.437459236,0.172966904,240.36,225.131,19,0,1,0,1,0,0,"1"
"361",2012,"DE","Delaware",917092,7.6999998,NA,0.58037418,8315681,7948610,NA,44061,7.2,13.5,1,0,NA,8.7,-0.749,-0.398,1.14,0.918,25.8,6.5,0.62,9,NA,NA,67.97091,0.11822778,0.454044559,0.165855559,NA,NA,20,0,1,0,1,0,0,"1"
"362",2013,"DE","Delaware",925749,7.6999998,NA,0.56888211,8648250,8937425,NA,44315,6.7,14,1,0,NA,8.7,-0.751,-0.475,1.224,0.933,25.8,6.7,NA,NA,NA,NA,66.41663,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,0,"1"
"363",2014,"DE","Delaware",935614,NA,NA,NA,8864418,9269214,NA,45962,5.7,11,1,0,NA,8.7,-0.751,-0.475,1.224,0.933,25.8,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,NA,0,"1"
"364",2015,"DE","Delaware",945934,NA,NA,NA,9036319,8268967,NA,47976,4.8,11.1,NA,NA,NA,NA,-0.789,-0.475,1.402,0.943,24.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"365",2016,"DE","Delaware",952065,NA,NA,NA,9378887,8083659,NA,48781,4.4,11.6,NA,NA,NA,NA,-0.789,-0.475,1.402,0.943,24.2,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"366",2017,"DE","Delaware",961939,NA,NA,NA,9937802,9648958,NA,50738,4.6,9.2,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"367",2018,"DE","Delaware",965479,NA,NA,NA,9991686,10484729,NA,52848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"368",2019,"DE","Delaware",973764,NA,NA,NA,NA,NA,NA,54323,NA,NA,NA,0,NA,8.7,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"369",2020,"DE","Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"370",1980,"FL","Florida",9746324,16.5,0.185378417,0.50622571,7386754,8222693,NA,9921,6,16.7,NA,4,0.079,5,NA,NA,NA,NA,NA,NA,0.52,NA,12,0.01684,31.86848,0.186565459,0.590130691,0.293302969,NA,NA,NA,0,0,0,NA,0,1,"0"
"371",1981,"FL","Florida",10192774,16.5,0.236950159,0.50634235,8273745,9028662,NA,11101,6.8,16.6,NA,4,0.075,5,NA,NA,NA,NA,10.6,7.6,NA,NA,11.69999981,0.028207,29.49569,0.169702172,0.578204792,0.287804777,NA,NA,NA,0,0,0,NA,0,1,"0"
"372",1982,"FL","Florida",10471407,16.5,0.239729539,0.50862139,9322355,9363821,NA,11682,8.2,15.2,NA,4,0.076,5,NA,NA,NA,NA,NA,7.5,0.36,NA,11,0.028207,31.84743,0.152838901,0.566278893,0.282306584,NA,NA,NA,0,0,0,NA,0,1,"0"
"373",1983,"FL","Florida",10749851,16.5,0.242540464,0.51280504,9873718,10569129,NA,12640,8.6,14.7,NA,5,0.078,5,NA,NA,NA,NA,17.5,7.7,NA,NA,10.30000019,0.040913,37.51832,0.102263257,0.487386004,0.29434602,NA,NA,NA,0,0,0,NA,0,1,"0"
"374",1984,"FL","Florida",11039925,16.5,0.24554792,0.51705045,10320305,11896319,NA,13718,6.3,15.1,NA,5,0.08,5,NA,NA,NA,NA,17.5,7.8,0.52,NA,9.600000381,0.040913,35.34602,0.042473078,0.480272196,0.236637777,NA,NA,NA,0,0,0,NA,0,1,"0"
"375",1985,"FL","Florida",11351118,19.6,0.248592541,0.52931136,12853957,13768320,NA,14643,6,13.4,NA,5,0.081,5.5,NA,NA,NA,NA,19.4,7.9,NA,NA,9.399999619,0.084597,38.58762,0.096585453,0.446666704,0.324646776,NA,NA,NA,0,0,0,NA,0,1,"0"
"376",1986,"FL","Florida",11667505,19.6,0.251901358,0.54110092,13759262,15850334,NA,15391,5.7,11.4,NA,5,0.081,5.5,NA,NA,NA,NA,19.4,7.9,0.41,NA,8.699999809,0.084597,35.66909,0.073165417,0.433153697,0.161536582,NA,NA,NA,0,0,0,NA,0,1,"0"
"377",1987,"FL","Florida",11997283,19.6,0.255625486,0.55981439,15426277,17394340,22507,16193,5.3,12.4,NA,5,0.082,5.5,NA,NA,NA,NA,20.6,7.9,NA,NA,7.599999905,0.034241,40.33325,0.08454074,0.504330879,0.218742941,NA,NA,NA,0,0,0,NA,0,1,"0"
"378",1988,"FL","Florida",12306395,19.6,0.259888679,0.57889467,17833097,19392851,23304,17291,5,13.6,0,5,0.084,5.5,NA,NA,NA,NA,20.6,7.9,0.49,NA,7.900000095,0.034241,41.69767,0.071122549,0.441798219,0.242107222,NA,NA,NA,0,0,0,NA,0,1,"0"
"379",1989,"FL","Florida",12637715,19.6,0.263866752,0.6034146,19977374,22159704,23518,18734,5.6,12.5,0,6,0.083,5.5,NA,NA,NA,NA,16.3,7.9,NA,NA,7.300000191,0.047395,43.47712,0.045527734,0.449413214,0.189303482,NA,NA,NA,0,0,0,NA,0,1,"0"
"380",1990,"FL","Florida",12938071,19.6,0.267147869,0.6030435,21722518,23868131,23350,19437,5.9,14.4,0,6,0.085,5.5,NA,NA,NA,NA,16.3,7.8,0.39,NA,8.199999809,0.047395,41.88316,0.059249021,0.441532635,0.237004917,NA,NA,NA,0,0,0,NA,0,1,"0"
"381",1991,"FL","Florida",13289497,19.6,0.273419887,0.60062683,25167779,24496377,22886,19776,7.3,15.4,0,6,0.087,5.5,NA,NA,NA,NA,18.8,7.5,NA,NA,8.899999619,0.094876,42.7767,0.071859241,0.40384741,0.162883295,NA,NA,NA,0,0,0,NA,0,1,"0"
"382",1992,"FL","Florida",13504775,19.6,0.278720319,0.61729187,27237535,28403173,23253,20474,8.2,15.6,0,6,0.09,5.5,NA,NA,NA,NA,18.8,7.4,0.56,12,8.199999809,0.094876,44.75164,0.091513053,0.505598609,0.182747672,213.69,208.308,29,0,0,0,NA,0,1,"0"
"383",1993,"FL","Florida",13713593,19.6,0.283851743,0.60348928,30103196,33215721,23652,21197,7,17.8,0,6,0.091,5.5,NA,NA,NA,NA,17.5,7.4,NA,NA,7.900000095,0.056454,46.8009,0.111166872,0.607349808,0.20261205,NA,NA,31,0,0,0,NA,0,1,"0"
"384",1994,"FL","Florida",13961798,19.6,0.289511472,0.60276699,31463648,34804817,24267,21919,6.6,14.9,0,6,0.093,5.5,NA,NA,NA,NA,18.1,7.6,0.43,12,8.399999619,0.056454,42.85122,0.065427735,0.644459434,0.241371824,NA,204.883,34,0,0,0,NA,0,1,"0"
"385",1995,"FL","Florida",14185403,14.6,0.295949519,0.60501987,34749505,37359429,24654,23014,NA,16.2,0,6,0.092,5.5,NA,NA,NA,NA,19.4,7.6,NA,NA,7.400000095,0.151215,42.63536,0.090331689,0.634515264,0.23936432,NA,NA,33,0,0,0,NA,0,1,"0"
"386",1996,"FL","Florida",14426911,14.6,0.302515417,0.62700337,36454217,41708897,25371,24050,5.1,14.2,0,6,0.09,5.5,0.039,0.213,1.248,1.381,19.4,7.7,0.52,12,7.599999905,0.151215,43.44602,0.115235649,0.624571095,0.237356815,215.764,NA,29,0,0,0,0,0,1,"0"
"387",1997,"FL","Florida",14683350,14.6,0.308542043,0.61666065,37463858,41337536,31420,24919,4.8,14.3,0,6,0.088,5.5,0.127,0.226,1.311,1.365,23.8,7.8,NA,NA,6.900000095,0.116821,44.60247,0.11130175,0.536651814,0.213568432,NA,NA,27,0,0,2,0,0,1,"0"
"388",1998,"FL","Florida",14908230,14.6,0.314022064,0.62124258,39214010,51743930,32298,26453,4.3,13.1,0,6,0.086,5.5,0.175,0.254,1.321,1.409,23.8,7.9,0.37,12,6.800000191,0.116821,47.54867,0.107367858,0.448732533,0.189780049,NA,205.733,27,1,0,2,0,0,1,"0"
"389",1999,"FL","Florida",15111244,14.6,0.319999605,0.62394065,42458875,49208745,33313,27329,3.9,12.4,0,6,0.084,5.5,0.262,0.181,1.402,1.376,23.8,7.9,NA,NA,6.599999905,0.08082,49.27883,0.086099543,0.410240251,0.169284071,NA,NA,24,1,0,2,0,0,1,"0"
"390",2000,"FL","Florida",16047246,14.6,0.333602041,0.62793374,45207930,51621214,34198,29079,3.6,11,0,6,0.083,5.5,0.267,0.181,1.476,1.376,24.4,8.1,0.56,12,6.900000095,0.08082,41.81339,0.064831227,0.371747969,0.148788093,NA,NA,24,1,0,2,0,0,1,"0"
"391",2001,"FL","Florida",16340734,14.6,0.343262523,0.6160385,50264767,46370565,34414,29804,4.8,12.7,0,6,0.082,5.5,0.391,0.213,1.508,1.348,23.8,8.2,NA,NA,6.699999809,0.113175,49.8863,0.077235878,0.374568216,0.176953796,NA,NA,24,1,0,2,0,0,1,"0"
